phone number,total night minutes,total night calls,total night charge,total intl minutes,total intl calls,total intl charge,customer service calls
351-1894,260.4,87,11.72,7.4,5,2,2
386-6408,117.9,118,5.31,6.6,3,1.78,1
370-9592,165.7,97,7.46,6.3,3,1.7,2
397-9251,170.7,97,7.68,10,3,2.7,2
395-6913,280.2,110,12.61,14.3,2,3.86,0
332-3804,204.3,87,9.19,13.2,3,3.56,1
415-8200,118.3,91,5.32,17.5,4,4.73,0
371-9414,176.4,96,7.94,5.9,3,1.59,6
347-3895,132.5,125,5.96,12.1,4,3.27,3
342-5854,316.7,131,14.25,12.5,5,3.38,0
379-7192,185.5,126,8.35,12.1,2,3.27,2
394-5753,243.2,81,10.94,10,7,2.7,3
390-6932,160.3,98,7.21,11.2,8,3.02,3
394-3171,262.1,108,11.79,8.6,9,2.32,0
394-5202,207.2,100,9.32,8.9,3,2.4,1
348-3777,127.9,68,5.76,9.4,4,2.54,3
407-3949,248.5,94,11.18,12.1,4,3.27,1
363-4779,240,111,10.8,10.6,3,2.86,1
340-2239,213.5,85,9.61,10.1,2,2.73,0
382-9297,189.6,92,8.53,10.5,2,2.84,1
330-9294,215.7,82,9.71,10.6,4,2.86,1
362-8763,189.2,63,8.51,9.8,5,2.65,3
403-4816,144,78,6.48,10,11,2.7,2
371-2155,165.5,125,7.45,12,4,3.24,0
334-1339,190.4,120,8.57,10.1,10,2.73,0
341-7412,290,66,13.05,10.4,2,2.81,0
375-4770,167.6,138,7.54,8.2,5,2.21,1
406-7643,192,106,8.64,12.6,9,3.4,3
415-8164,313.2,113,14.09,13.2,1,3.56,2
354-3545,174,68,7.83,10.3,2,2.78,0
377-3139,252.3,137,11.35,9.5,1,2.57,0
418-7478,203.5,108,9.16,11.6,5,3.13,1
385-6952,364.9,106,16.42,9.1,4,2.46,1
381-8593,183.8,88,8.27,11,8,2.97,2
365-9371,168.3,96,7.57,11.2,13,3.02,0
401-7335,245.5,80,11.05,10.6,7,2.86,1
364-5126,234.8,96,10.57,11.4,5,3.08,1
390-1760,272,120,12.24,12.1,1,3.27,0
365-8831,163.2,88,7.34,10,1,2.7,4
353-4002,264.2,79,11.89,8.8,1,2.38,1
367-5923,175.1,86,7.88,13.1,7,3.54,2
393-9548,253.4,124,11.4,5.2,5,1.4,1
362-2356,235.3,150,10.59,11.4,10,3.08,0
365-2341,158.6,72,7.14,10.8,6,2.92,2
388-8797,142.6,105,6.42,8.5,7,2.3,1
400-4713,170.5,89,7.67,14.1,3,3.81,3
420-3042,219.7,97,9.89,11.3,5,3.05,0
396-4171,270.9,106,12.19,9.4,2,2.54,3
339-4068,251.4,104,11.31,10.6,6,2.86,0
336-2322,148.8,78,6.7,10.2,11,2.75,3
402-1607,161.5,113,7.27,5.6,4,1.51,2
379-3037,165.7,99,7.46,8.7,1,2.35,3
382-1399,244,91,10.98,8.3,3,2.24,5
387-6065,157.2,126,7.07,10.4,4,2.81,2
327-6087,114.5,97,5.15,11.4,5,3.08,3
341-8667,283.2,93,12.74,10.8,3,2.92,1
338-9612,166.3,121,7.48,10.3,2,2.78,1
364-1134,205.9,106,9.27,14.7,5,3.97,3
413-4811,136.3,80,6.13,13.3,3,3.59,2
354-4333,221.7,123,9.98,7.1,5,1.92,2
382-2026,150.6,77,6.78,15.2,6,4.1,5
368-3287,192.7,87,8.67,10.7,4,2.89,1
367-8298,143.4,113,6.45,12.8,4,3.46,2
391-1783,216.6,100,9.75,10,4,2.7,3
385-1423,195,98,8.78,8.8,4,2.38,3
406-7670,228.4,91,10.28,13.9,5,3.75,1
339-5423,228.4,102,10.28,8.5,4,2.3,4
353-2391,193,105,8.69,11.9,4,3.21,1
372-4203,199.8,120,8.99,10.7,5,2.89,2
397-7453,304.2,107,13.69,9.5,4,2.57,1
366-9015,187.9,89,8.46,10.5,4,2.84,2
356-1654,174.6,94,7.86,6.3,3,1.7,2
337-3932,268.6,119,12.09,9.6,4,2.59,2
350-1126,214.9,89,9.67,10.4,1,2.81,3
349-1726,237.4,100,10.68,9.3,5,2.51,3
405-1589,61.4,109,2.76,7.8,6,2.11,1
366-7560,231.9,75,10.44,2.1,5,0.57,0
333-9643,300,143,13.5,10,5,2.7,2
355-6422,140.5,123,6.32,13.3,3,3.59,0
329-5400,177.1,85,7.97,6.9,3,1.86,2
383-6356,179.6,118,8.08,11,5,2.97,1
377-7276,242.1,95,10.89,9.1,3,2.46,1
336-9273,197.3,107,8.88,9,2,2.43,1
418-8257,208.9,91,9.4,7.5,6,2.03,0
407-3121,277.8,97,12.5,9.7,6,2.62,1
381-2413,223.8,156,10.07,12.3,5,3.32,3
378-1144,275.5,132,12.4,12.9,4,3.48,3
359-5091,325.9,105,14.67,8.6,6,2.32,2
378-6986,246.2,88,11.08,8.3,3,2.24,0
386-6580,123,75,5.54,8.1,4,2.19,0
419-9713,217.7,101,9.8,12.8,5,3.46,1
382-6153,130.7,63,5.88,13.8,5,3.73,0
332-1690,214.6,74,9.66,9.4,4,2.54,1
348-9383,156.3,86,7.03,12.2,4,3.29,1
420-3857,144,103,6.48,10.1,4,2.73,5
405-2653,139.4,105,6.27,7.8,8,2.11,3
417-9278,128.2,111,5.77,8.4,4,2.27,2
352-5663,269.3,118,12.12,6.8,3,1.84,0
370-8786,231.9,136,10.44,11.9,3,3.21,0
415-6333,174.8,98,7.87,9.4,6,2.54,3
391-6558,210.5,139,9.47,5.4,4,1.46,1
396-4234,277.4,62,12.48,8.2,5,2.21,1
350-2340,228,136,10.26,5,3,1.35,2
410-2015,141.5,142,6.37,10.8,3,2.92,1
380-3311,155.3,108,6.99,13.4,1,3.62,0
399-7029,148.4,106,6.68,9.7,9,2.62,2
337-3868,242.3,82,10.9,12.2,3,3.29,1
354-8088,287.4,90,12.93,11.3,2,3.05,0
416-9723,178.9,105,8.05,12.8,2,3.46,2
337-4403,153.2,121,6.89,11.8,5,3.19,1
416-1536,156.2,117,7.03,9.7,4,2.62,1
386-3796,213.5,95,9.61,8.8,5,2.38,1
340-4989,182.5,85,8.21,6.9,4,1.86,3
340-6221,263.9,92,11.88,6.4,3,1.73,1
363-3469,154,101,6.93,10.5,9,2.84,1
362-3107,180.4,85,8.12,10.2,13,2.75,1
345-1994,240.3,107,10.81,11.7,2,3.16,0
377-5417,126.9,112,5.71,10.4,5,2.81,2
344-6847,196.2,48,8.83,11.4,3,3.08,1
391-7528,168.8,164,7.6,12,6,3.24,2
393-6053,221.5,122,9.97,3.7,4,1,0
392-6286,262.4,111,11.81,12,7,3.24,1
365-9079,197.8,109,8.9,8.8,9,2.38,3
399-3089,294.6,107,13.26,9.4,6,2.54,1
365-2192,205.7,103,9.26,2.4,3,0.65,0
394-3051,206.3,66,9.28,13.2,8,3.56,1
357-2429,193,108,8.69,13.4,9,3.62,2
421-6268,213.8,105,9.62,8.8,2,2.38,2
401-5915,149.3,93,6.72,10.2,5,2.75,0
348-6057,182.2,99,8.2,8.5,6,2.3,1
349-3843,250.9,114,11.29,11.7,6,3.16,3
396-5561,256,96,11.52,16.7,2,4.51,2
371-9602,211.2,87,9.5,8.4,3,2.27,2
369-8703,200.8,95,9.04,10.7,2,2.89,0
355-2840,165.4,87,7.44,15,6,4.05,5
372-1115,176.9,98,7.96,7.8,10,2.11,1
337-2986,143.1,90,6.44,4.2,14,1.13,1
404-3238,245,83,11.03,6.6,5,1.78,1
397-4968,197.3,120,8.88,9.9,3,2.67,1
327-1058,247.9,74,11.16,6.3,7,1.7,0
419-9509,169.6,153,7.63,2.5,5,0.68,1
349-7282,175.2,138,7.88,4.9,2,1.32,3
382-5743,112.4,125,5.06,7.5,8,2.03,0
358-2694,152.9,88,6.88,10.9,7,2.94,1
330-1627,215.3,95,9.69,10.2,7,2.75,2
392-5716,292.4,105,13.16,5,3,1.35,1
359-2740,264,118,11.88,8.4,2,2.27,0
347-9968,214.6,69,9.66,7.2,7,1.94,1
343-3399,180.8,85,8.14,12.6,2,3.4,3
405-3533,233,82,10.49,11.5,3,3.11,0
337-9326,227.8,102,10.25,11.7,6,3.16,0
338-6556,180,74,8.1,13.5,4,3.65,0
354-3040,194.4,123,8.75,9.2,4,2.48,2
396-1278,194.3,93,8.74,11.7,3,3.16,0
354-6810,207.6,102,9.34,9,4,2.43,1
403-6237,228.1,77,10.26,14.7,5,3.97,1
338-1400,232.3,65,10.45,17,1,4.59,3
412-6245,292.7,131,13.17,13.3,5,3.59,2
377-3417,117.8,93,5.3,13.4,5,3.62,2
343-2597,113.8,118,5.12,15,2,4.05,1
388-8282,130.6,122,5.88,13.9,2,3.75,1
416-8394,131.1,94,5.9,7.3,6,1.97,1
343-6643,139.2,99,6.26,10.1,5,2.73,1
330-4364,202.5,103,9.11,6,1,1.62,2
414-1537,214.5,126,9.65,5.9,2,1.59,0
406-5532,186.4,71,8.39,9.7,4,2.62,3
417-7722,190.9,96,8.59,8.8,3,2.38,1
344-5766,162.8,115,7.33,10.5,5,2.84,1
405-1370,181.2,101,8.15,12.8,6,3.46,2
368-9073,238.4,79,10.73,12.5,1,3.38,2
371-4633,322.2,109,14.5,14.7,8,3.97,3
336-4960,125.6,111,5.65,8,5,2.16,1
405-5083,242.9,121,10.93,0,0,0,1
392-1105,241.4,98,10.86,8.8,2,2.38,1
378-2397,238.5,125,10.73,10,9,2.7,2
331-4184,282.5,132,12.71,10.6,6,2.86,2
376-2408,148,105,6.66,8.3,5,2.24,2
370-9296,274.9,92,12.37,5.1,8,1.38,1
402-5076,234,115,10.53,7.7,4,2.08,3
401-7334,198.4,117,8.93,12.4,4,3.35,3
409-3428,174.3,122,7.84,13.2,2,3.56,1
362-2067,182.4,92,8.21,11.8,7,3.19,0
352-2270,158.4,96,7.13,13.1,8,3.54,0
360-3126,247.6,113,11.14,4.9,9,1.32,1
364-8731,104.7,83,4.71,13.2,5,3.56,1
388-4331,218.5,95,9.83,0,0,0,0
362-8886,166.2,122,7.48,11.7,4,3.16,1
410-4882,188.9,87,8.5,9.1,4,2.46,0
371-1139,198,92,8.91,12.3,3,3.32,1
391-5516,128.7,57,5.79,11.7,5,3.16,1
380-3186,154.9,109,6.97,9,2,2.43,1
347-9995,160.6,80,7.23,11.3,3,3.05,1
340-9013,144.4,112,6.5,12.3,4,3.32,1
362-8378,201.4,113,9.06,11,4,2.97,2
418-8969,166.7,108,7.5,7.1,3,1.92,1
358-9898,153.5,100,6.91,7.8,3,2.11,1
373-7308,247.6,94,11.14,11.5,7,3.11,2
406-8445,174.2,86,7.84,11.5,7,3.11,2
404-5283,229.5,73,10.33,8.1,3,2.19,1
398-3632,160.7,65,7.23,17.8,4,4.81,4
399-5763,265.9,72,11.97,13.3,6,3.59,1
340-9449,255.3,95,11.49,12,4,3.24,4
363-1123,224.8,108,10.12,13.6,17,3.67,2
361-2170,188.3,124,8.47,6.9,5,1.86,2
406-6304,262.4,110,11.81,14.2,4,3.83,2
392-5090,191.4,97,8.61,10,5,2.7,1
373-7713,131.9,120,5.94,9.1,4,2.46,1
392-1376,178.3,98,8.02,6.5,4,1.76,0
390-6388,220.3,108,9.91,12.3,9,3.32,0
379-7290,211.1,94,9.5,7.8,8,2.11,1
397-9928,192.5,106,8.66,11.6,4,3.13,2
378-6924,280.9,112,12.64,15.9,6,4.29,3
400-2738,210.1,134,9.45,13.2,8,3.56,3
377-1164,193.7,82,8.72,11.6,4,3.13,1
368-8555,243.3,109,10.95,9.3,4,2.51,2
347-6812,178.9,92,8.05,14.9,7,4.02,1
348-3830,221.4,128,9.96,11.8,5,3.19,2
414-4276,279.1,83,12.56,9.9,6,2.67,2
370-3271,191.3,123,8.61,9.6,4,2.59,3
328-8230,191.9,91,8.64,14.1,6,3.81,2
364-6381,139.2,137,6.26,5,10,1.35,2
400-4344,241.4,77,10.86,13.7,4,3.7,0
329-6603,208.8,111,9.4,12.7,6,3.43,4
351-7269,160.6,128,7.23,5.4,9,1.46,4
393-7984,209.6,64,9.43,5.7,6,1.54,5
360-1596,280.2,90,12.61,11.8,3,3.19,1
383-6029,122.2,78,5.5,14.6,15,3.94,0
398-1294,143.2,91,6.44,8.8,3,2.38,5
353-3759,203.9,127,9.18,9.7,3,2.62,5
370-7574,181.2,77,8.15,5.8,3,1.57,3
374-8042,148.6,100,6.69,13.8,3,3.73,4
374-5353,270.1,73,12.15,11.7,4,3.16,0
360-1171,173,99,7.79,8.2,7,2.21,4
395-3026,191.4,88,8.61,12.4,1,3.35,2
402-1251,189.6,84,8.53,8,5,2.16,4
358-9095,208.9,68,9.4,13.9,4,3.75,1
334-1275,196,119,8.82,8.9,4,2.4,0
355-6291,167.2,96,7.52,5.3,5,1.43,1
362-9748,275.2,109,12.38,9.8,7,2.65,2
363-1069,138.3,126,6.22,20,6,5.4,0
355-6837,170,115,7.65,9.4,4,2.54,1
335-4858,154.8,82,6.97,9.1,3,2.46,4
414-8718,225.7,129,10.16,6.4,6,1.73,4
390-2390,249.4,132,11.22,14.1,7,3.81,2
370-9116,153.9,114,6.93,15.8,7,4.27,0
372-3750,136.8,91,6.16,11.9,1,3.21,5
378-3625,181.7,102,8.18,10.7,6,2.89,2
353-7292,255.3,127,11.49,13.8,7,3.73,4
366-6345,73.2,93,3.29,17.6,4,4.75,2
375-1476,151,114,6.8,13,2,3.51,1
360-3324,217.6,74,9.79,10.5,2,2.84,0
374-9107,193.6,125,8.71,10.2,2,2.75,5
338-1027,223.1,81,10.04,12.3,2,3.32,2
335-1697,354.9,75,15.97,9.4,3,2.54,0
380-2558,279.2,79,12.56,13.9,11,3.75,4
386-4170,221.7,80,9.98,10.4,2,2.81,1
339-3049,214.2,106,9.64,6.5,2,1.76,2
352-6976,312.1,89,14.04,5.3,3,1.43,1
387-5860,216.1,86,9.72,10.3,5,2.78,5
416-1676,207.2,119,9.32,5.9,2,1.59,1
329-7347,297,87,13.37,11.2,3,3.02,0
419-1714,213.8,105,9.62,8.5,10,2.3,1
336-3819,133.9,107,6.03,11.4,3,3.08,4
366-7912,265.7,78,11.96,13.2,2,3.56,1
413-9269,154.9,101,6.97,9.4,2,2.54,2
387-5453,197.4,111,8.88,9.5,2,2.57,1
380-3437,138.4,152,6.23,12.2,5,3.29,7
343-6940,262.6,126,11.82,9.1,1,2.46,1
420-7823,243.1,74,10.94,12.8,3,3.46,4
402-1942,194.1,97,8.73,13.2,2,3.56,2
341-4463,183,82,8.24,8.8,6,2.38,1
343-5709,253.9,100,11.43,10.1,9,2.73,1
357-1909,269.2,95,12.11,12.4,1,3.35,0
374-7787,198.9,89,8.95,11.5,2,3.11,1
405-5305,166.2,91,7.48,10.8,2,2.92,0
328-6011,234.2,121,10.54,2,2,0.54,1
402-5155,191.7,118,8.63,10.6,5,2.86,1
332-5521,197.2,59,8.87,8.5,5,2.3,4
352-4418,238.4,88,10.73,8.7,3,2.35,2
361-6563,212.4,102,9.56,5,2,1.35,1
365-5979,195,104,8.78,13.3,2,3.59,2
385-8997,219.5,126,9.88,8.3,4,2.24,0
405-6189,222.7,101,10.02,11.1,1,3,1
418-6737,160.5,115,7.22,14.8,2,4,1
352-8327,182.1,111,8.19,13.6,3,3.67,3
334-9505,258.8,102,11.65,10.5,5,2.84,3
418-6651,163.3,117,7.35,6.2,4,1.67,4
375-2975,203.7,101,9.17,14.3,6,3.86,1
376-8573,244.2,98,10.99,9.4,2,2.54,2
343-1965,175.9,63,7.92,9.7,4,2.62,4
366-7247,221.7,110,9.98,17.5,5,4.73,1
405-3916,288,117,12.96,5.6,2,1.51,3
397-9148,169.7,98,7.64,9.6,5,2.59,5
411-7778,108.1,82,4.86,14,12,3.78,0
394-8402,239.6,76,10.78,8.2,3,2.21,4
416-2778,265.2,80,11.93,14.2,3,3.83,9
418-6455,171,118,7.69,8.4,10,2.27,2
378-3508,133.7,67,6.02,10.3,9,2.78,5
364-7719,158.8,104,7.15,7.9,3,2.13,4
419-8987,192.4,90,8.66,10.2,4,2.75,3
339-7541,257.6,123,11.59,8.3,5,2.24,2
344-3160,168.9,108,7.6,15.4,4,4.16,2
419-1674,279.8,77,12.59,9.9,5,2.67,2
353-6007,246,116,11.07,7.4,2,2,1
420-9838,183.9,79,8.28,9.8,6,2.65,0
345-1524,170.1,93,7.65,13.5,11,3.65,5
386-2810,121.6,105,5.47,13.9,6,3.75,0
373-2053,265,132,11.93,12.7,8,3.43,2
380-7742,190.5,100,8.57,13.2,6,3.56,1
383-1657,266.9,91,12.01,14.5,4,3.92,0
348-8015,205.1,82,9.23,4.1,2,1.11,0
372-6497,210.7,134,9.48,13.7,4,3.7,0
411-5958,256.7,83,11.55,6,3,1.62,3
416-8701,231.5,86,10.42,9.4,10,2.54,5
405-4920,197.4,86,8.88,9.5,9,2.57,1
384-2372,208,104,9.36,8.7,9,2.35,1
420-9971,151.7,121,6.83,15.3,6,4.13,1
327-3587,166.7,80,7.5,10.9,5,2.94,6
353-8363,221.6,51,9.97,11.5,3,3.11,3
398-3834,189.7,87,8.54,11,9,2.97,5
330-7754,223.7,151,10.07,16.7,3,4.51,2
383-4061,182.4,57,8.21,11,2,2.97,0
339-6637,145.2,77,6.53,8.8,3,2.38,5
371-9457,182.2,138,8.2,7.7,2,2.08,1
393-7826,182.5,105,8.21,11.1,6,3,2
397-6789,165.4,85,7.44,8.2,2,2.21,1
364-9040,198.5,121,8.93,14.5,7,3.92,1
341-1191,285.1,100,12.83,5.7,3,1.54,2
409-4447,241.3,115,10.86,13.4,1,3.62,3
335-1874,186.2,128,8.38,9.4,4,2.54,2
410-6791,295.6,125,13.3,10.3,4,2.78,1
367-8168,72.4,84,3.26,11,4,2.97,3
374-9203,262.7,90,11.82,11.3,3,3.05,3
366-3358,284.7,118,12.81,11.1,6,3,4
395-6195,197.3,97,8.88,12.3,4,3.32,1
346-7656,194.1,63,8.73,11.9,3,3.21,4
370-5527,141.1,158,6.35,11.3,3,3.05,2
370-2688,234.7,70,10.56,9,3,2.43,1
418-9036,204.8,107,9.22,13.4,4,3.62,4
402-3892,208.6,91,9.39,14.4,11,3.89,5
355-2464,266,112,11.97,10.5,4,2.84,0
368-7555,207.4,143,9.33,14.1,4,3.81,1
399-9802,193,103,8.69,9.2,6,2.48,4
332-5949,204.4,107,9.2,13.4,5,3.62,2
408-4529,263.2,109,11.84,15.7,5,4.24,2
370-9755,164.6,116,7.41,13.5,3,3.65,1
332-6181,191,83,8.59,10.4,6,2.81,0
413-5190,186.6,90,8.4,11.8,2,3.19,4
394-7447,224.1,118,10.08,13.1,4,3.54,4
345-9140,275.4,102,12.39,13.3,9,3.59,1
369-8024,178.1,106,8.01,8.3,2,2.24,1
387-9137,117.3,103,5.28,12.8,4,3.46,2
408-6326,170.6,101,7.68,11.4,5,3.08,1
329-2786,254.9,129,11.47,12.9,1,3.48,1
400-6257,215.5,100,9.7,9.3,4,2.51,2
338-6962,146.8,79,6.61,14.1,3,3.81,5
344-7197,246.4,75,11.09,15.4,4,4.16,4
333-7631,162.8,123,7.33,6.7,8,1.81,0
332-5084,213.7,84,9.62,10.5,2,2.84,4
401-8735,154.8,131,6.97,12.9,4,3.48,2
368-1288,172.3,94,7.75,12.5,7,3.38,1
390-7930,239.9,81,10.8,11.7,4,3.16,5
362-5111,242,106,10.89,10.4,5,2.81,1
350-7306,216,125,9.72,12.3,2,3.32,5
338-6018,254,133,11.43,14.4,7,3.89,1
385-8184,147.7,114,6.65,5.3,4,1.43,6
368-5437,162.1,119,7.29,11.6,4,3.13,5
409-4734,168.3,97,7.57,11.1,4,3,4
346-5068,153.2,98,6.89,14.4,2,3.89,3
358-4576,285.9,76,12.87,7.2,2,1.94,4
352-5118,82.3,107,3.7,8.7,5,2.35,5
343-7019,152.4,77,6.86,9.5,2,2.57,1
334-8694,178.8,60,8.05,8.8,5,2.38,0
369-5449,184.3,109,8.29,15.3,6,4.13,0
356-8449,259.8,76,11.69,9.6,3,2.59,4
390-9811,286.7,103,12.9,11.1,3,3,2
351-7005,120.3,104,5.41,7.5,5,2.03,1
364-7644,141.6,114,6.37,11,5,2.97,4
357-9136,261.6,122,11.77,8.3,2,2.24,6
373-1448,192.8,128,8.68,9.6,1,2.59,1
413-2241,167.3,82,7.53,9.6,7,2.59,0
375-4107,260.9,78,11.74,13.9,1,3.75,0
377-1293,200.1,112,9,8.4,2,2.27,5
394-4520,205,98,9.23,14,2,3.78,2
419-1863,136,111,6.12,9.6,5,2.59,1
395-9215,255.8,83,11.51,10.6,5,2.86,3
399-3083,184.2,111,8.29,7.4,5,2,1
415-8448,192.6,119,8.67,9.1,1,2.46,2
382-5401,224.3,102,10.09,10,1,2.7,6
411-4714,210.1,115,9.45,10.9,5,2.94,2
379-8681,193.6,106,8.71,8,4,2.16,1
346-1629,241,120,10.85,7.3,2,1.97,0
374-9576,134.2,97,6.04,9.2,1,2.48,4
387-7371,242.8,91,10.93,8.4,8,2.27,0
392-2555,167.1,88,7.52,6.8,1,1.84,4
403-9167,181.9,89,8.19,10.7,2,2.89,1
357-6039,230.7,140,10.38,14.8,7,4,0
414-1496,277.3,89,12.48,10.3,6,2.78,1
339-1330,270.2,124,12.16,13.7,8,3.7,1
399-6233,208.9,93,9.4,4.1,4,1.11,4
405-3097,285.3,117,12.84,4.2,5,1.13,4
413-4040,214.2,107,9.64,4.5,15,1.22,3
366-5829,233.2,135,10.49,8.8,7,2.38,4
412-2520,229.6,98,10.33,11.8,2,3.19,6
393-6840,214.5,97,9.65,17.9,3,4.83,3
380-4080,123.5,116,5.56,11.1,2,3,0
390-9627,201.1,73,9.05,8.3,3,2.24,1
398-8745,224.1,87,10.08,14.1,7,3.81,2
413-7743,216.3,106,9.73,16.9,4,4.56,0
400-7002,165.2,84,7.43,12,7,3.24,1
343-5219,241.1,123,10.85,12.9,2,3.48,3
344-3466,153.8,97,6.92,12.8,4,3.46,4
403-8916,233.8,97,10.52,8.4,3,2.27,1
337-7167,203,84,9.14,4.5,4,1.22,0
377-1273,271.8,96,12.23,8,6,2.16,1
380-7816,167.5,95,7.54,9.6,4,2.59,4
402-6744,171.5,112,7.72,11.5,7,3.11,0
400-2181,252,96,11.34,13.9,5,3.75,2
366-1613,293.7,78,13.22,10.7,6,2.89,1
384-8723,158.7,81,7.14,11.1,3,3,4
341-7686,197.4,114,8.88,13.7,3,3.7,5
371-2500,210,93,9.45,8.7,3,2.35,0
366-2273,309.1,78,13.91,11.4,7,3.08,2
405-1108,255.3,90,11.49,10.9,7,2.94,1
387-2604,163.1,93,7.34,11.3,3,3.05,0
417-4810,192,94,8.64,13.8,4,3.73,1
368-7706,204.7,119,9.21,12.2,6,3.29,4
337-8618,151.9,100,6.84,9.5,3,2.57,4
405-2276,167.8,71,7.55,9.7,2,2.62,6
372-7990,151.2,119,6.8,9.9,2,2.67,0
406-9926,139.6,132,6.28,17.3,9,4.67,1
384-3299,155.7,103,7.01,11.1,2,3,1
395-7923,173.9,95,7.83,13.7,5,3.7,5
377-4169,220.2,67,9.91,9.9,1,2.67,1
393-4823,267.1,102,12.02,10.6,6,2.86,0
348-5725,179.3,61,8.07,7.3,4,1.97,2
365-2008,264.6,88,11.91,6.3,7,1.7,1
380-8727,254.9,98,11.47,11.5,7,3.11,7
374-1981,178.2,76,8.02,11,10,2.97,2
333-5101,216.4,74,9.74,7.7,3,2.08,4
384-5004,120,90,5.4,11.6,5,3.13,1
348-7193,206.9,88,9.31,5.6,9,1.51,5
418-7055,228.9,87,10.3,7.5,3,2.03,5
404-3106,297.9,84,13.41,9.7,8,2.62,2
341-8719,255.6,104,11.5,12.9,7,3.48,0
334-5029,191.4,141,8.61,6.9,6,1.86,1
330-4978,167,140,7.52,5.8,1,1.57,2
355-3801,248.2,98,11.17,13.5,6,3.65,1
376-9607,262.9,126,11.83,6.9,2,1.86,1
421-8537,262,98,11.79,14.1,3,3.81,0
407-7258,141.5,111,6.37,9.7,2,2.62,2
335-6508,239.4,91,10.77,7.5,4,2.03,0
348-6720,127.9,101,5.76,12.7,2,3.43,4
390-5055,179.7,124,8.09,10.8,2,2.92,2
331-1391,219.6,80,9.88,10,3,2.7,3
420-6465,214.2,92,9.64,14.1,4,3.81,0
348-6853,203.7,107,9.17,11.5,5,3.11,1
409-7523,263.8,112,11.87,9.6,2,2.59,0
397-1766,171.8,84,7.73,8.6,2,2.32,1
373-8908,231.3,73,10.41,8.9,4,2.4,0
369-7017,207.5,74,9.34,11.5,3,3.11,4
420-8435,269,116,12.11,13.9,3,3.75,2
342-4122,216.8,86,9.76,13.9,1,3.75,2
340-1876,212.3,105,9.55,9.3,8,2.51,1
383-6095,144,116,6.48,10.9,3,2.94,5
407-2259,249.4,117,11.22,12.1,4,3.27,1
417-3999,184,120,8.28,7.7,2,2.08,0
379-1720,178.1,103,8.01,8,3,2.16,0
405-7676,149.8,100,6.74,7.9,4,2.13,7
361-2349,213.1,125,9.59,8.9,1,2.4,2
387-5533,278.2,93,12.52,13.5,8,3.65,1
359-4336,204.4,123,9.2,11.5,2,3.11,1
406-3069,255.5,115,11.5,14.8,1,4,4
334-6519,235.5,105,10.6,7.7,2,2.08,0
405-4109,167.7,95,7.55,14.7,3,3.97,0
357-5696,171.5,76,7.72,10.3,15,2.78,1
405-5403,143.2,146,6.44,9.9,1,2.67,0
330-9354,273.2,98,12.29,8.9,6,2.4,2
335-2019,223.9,93,10.08,7.4,5,2,2
384-5632,193.2,125,8.69,14,7,3.78,1
352-6068,130,132,5.85,14.5,4,3.92,4
371-1727,221.2,104,9.95,10.4,8,2.81,8
382-4932,230.8,125,10.39,9.5,1,2.57,6
377-5043,229.1,89,10.31,10,2,2.7,1
401-7359,202.8,109,9.13,8.7,3,2.35,0
375-2184,244.7,80,11.01,13.6,5,3.67,3
403-9719,178.1,135,8.01,9.2,4,2.48,2
364-9904,176.1,84,7.92,7,4,1.89,4
373-8483,193.1,134,8.69,11.8,10,3.19,0
399-7268,212.3,118,9.55,11.1,2,3,1
403-2673,271.5,100,12.22,8.7,2,2.35,5
340-4972,167.8,86,7.55,15.6,6,4.21,2
417-4826,164,102,7.38,13.3,3,3.59,3
339-6477,159.1,94,7.16,16.4,5,4.43,3
340-8323,214.2,152,9.64,10.7,14,2.89,1
408-4836,303.5,114,13.66,8.7,3,2.35,1
374-8329,180.9,106,8.14,14.4,10,3.89,0
367-8692,250.7,65,11.28,10.4,4,2.81,2
335-4888,257.5,106,11.59,10.1,8,2.73,1
379-7215,257.6,61,11.59,8.9,2,2.4,3
400-8375,176,112,7.92,9.8,2,2.65,0
400-8538,208,120,9.36,10.1,2,2.73,4
419-5171,263.3,126,11.85,10.1,5,2.73,3
413-2194,214.7,88,9.66,9.7,4,2.62,2
355-2634,218.8,102,9.85,13.6,2,3.67,0
422-5350,227,77,10.22,10.1,6,2.73,2
381-4029,161.1,78,7.25,12.2,2,3.29,4
335-2967,242.8,76,10.93,11.7,4,3.16,2
388-6026,232.4,108,10.46,15.2,1,4.1,0
346-2020,226.4,100,10.19,9.8,1,2.65,0
329-9067,231.8,78,10.43,11.6,4,3.13,0
411-2958,284.6,95,12.81,12,5,3.24,3
385-7148,146.4,106,6.59,12.5,3,3.38,1
387-1535,166.8,108,7.51,12.7,4,3.43,3
336-8343,181.2,132,8.15,12.6,4,3.4,2
359-5731,168.5,104,7.58,12,5,3.24,2
367-1681,235.2,97,10.58,13.2,3,3.56,0
351-4025,172.9,76,7.78,7.9,1,2.13,1
329-9667,118.3,112,5.32,9.9,1,2.67,3
418-5300,152.6,96,6.87,13.3,7,3.59,0
327-8495,226.5,119,10.19,10.9,2,2.94,3
416-5660,216.5,64,9.74,12.4,4,3.35,4
365-7774,239.8,120,10.79,11,2,2.97,4
367-3220,255.2,84,11.48,11.7,7,3.16,0
406-2242,197.1,71,8.87,12.4,2,3.35,0
413-7468,227.6,80,10.24,11.5,3,3.11,0
